contig	gc
109155 	36.38
109156 	42.37
109157 	44.54
109158 	36.55
109159 	35.96
109160 	35.37
109161 	41.01
109162 	38.19
109163 	47.59
109164 	51.12
109165 	41.13
109166 	37.13
109167 	36.78
109168 	38.07
109169 	39.95
109170 	38.19
109171 	37.02
109172 	40.31
109173 	40.07
109174 	35.25
109175 	39.60
109176 	39.60
109177 	35.25
109178 	41.13
109179 	39.60
109180 	47.24
109181 	38.66
109182 	42.30
109183 	39.60
109184 	41.36
109185 	39.84
109186 	46.89
109187 	34.20
109188 	41.83
109189 	39.25
109190 	33.73
109191 	33.14
109192 	37.84
109193 	44.77
109194 	38.07
109195 	39.01
109196 	38.31
109197 	41.95
109198 	37.96
109199 	46.53
109200 	33.96
109201 	43.13
109202 	39.72
109203 	37.02
109204 	39.84
109205 	47.47
109206 	35.02
109207 	35.61
109208 	39.01
109209 	38.78
109210 	38.07
109211 	34.43
109212 	40.54
109213 	37.25
109214 	40.54
109215 	37.72
109216 	43.01
109217 	38.66
109218 	39.72
109219 	41.60
109220 	37.60
109221 	38.31
109222 	42.42
109223 	39.95
109224 	35.72
109225 	44.54
109226 	48.65
109227 	41.95
109228 	37.72
109229 	37.60
109230 	36.43
109231 	43.71
109232 	45.01
109233 	34.55
109234 	41.95
109235 	42.66
109236 	33.14
109237 	41.48
109238 	38.07
109239 	41.60
109240 	34.43
109241 	34.90
109242 	46.42
109243 	41.01
109244 	38.31
109245 	45.59
109246 	37.25
109247 	49.71
109248 	41.13
109249 	38.78
109250 	40.66
109251 	41.48
109252 	41.72
109253 	37.02
109254 	38.07
109255 	42.89
109256 	37.37
109257 	34.67
109258 	45.12
109259 	34.43
109260 	43.71
109261 	41.13
109262 	39.48
109263 	40.31
109264 	42.54
109265 	38.54
109266 	31.84
109267 	37.49
109268 	38.66
109269 	43.83
109270 	36.55
109271 	38.66
109272 	43.83
109273 	41.48
109274 	42.66
109275 	40.54
109276 	38.19
109277 	39.48
109278 	41.25
109279 	40.07
109280 	41.95
109281 	45.59
109282 	37.49
109283 	41.95
109284 	36.43
109285 	34.55
109286 	39.25
109287 	39.84
109288 	38.66
109289 	39.48
109290 	47.36
109291 	43.60
109292 	36.55
109293 	40.66
109294 	31.26
109295 	39.95
109296 	42.19
109297 	36.66
109298 	37.37
109299 	38.66
109300 	40.78
109301 	48.18
109302 	35.37
109303 	43.36
109304 	39.60
109305 	38.07
109306 	41.83
109307 	35.37
109308 	35.96
109309 	37.96
109310 	38.07
109311 	39.95
109312 	35.06
109313 	46.35
109314 	34.59
109315 	39.18
109316 	47.29
109317 	40.59
109318 	33.18
109319 	35.06
109320 	35.88
109321 	39.65
109322 	38.00
109323 	41.53
109324 	47.65
109325 	42.82
109326 	37.88
109327 	38.94
109328 	36.82
109329 	43.06
109330 	34.71
109331 	34.00
109332 	39.65
109333 	35.41
109334 	42.24
109335 	38.94
109336 	34.82
109337 	36.24
109338 	38.47
109339 	35.65
109340 	36.82
109341 	37.41
109342 	39.06
109343 	39.29
109344 	37.65
109345 	39.29
109346 	40.00
109347 	37.29
109348 	36.24
109349 	40.47
109350 	37.06
109351 	38.94
109352 	42.00
109353 	34.71
109354 	34.00
109355 	41.76
109356 	45.06
109357 	38.47
109358 	41.18
109359 	48.35
109360 	42.24
109361 	42.24
109362 	37.76
109363 	37.06
109364 	40.47
109365 	49.65
109366 	40.94
109367 	42.24
109368 	35.18
109369 	36.00
109370 	38.00
109371 	35.18
109372 	39.88
109373 	45.29
109374 	39.88
109375 	34.71
109376 	44.82
109377 	38.94
109378 	37.41
109379 	38.47
109380 	42.71
109381 	45.18
109382 	39.41
109383 	34.94
109384 	45.06
109385 	42.71
109386 	43.06
109387 	37.18
109388 	33.29
109389 	32.00
109390 	40.12
109391 	39.29
109392 	41.65
109393 	36.59
109394 	42.47
109395 	36.71
109396 	39.65
109397 	35.18
109398 	40.24
109399 	39.06
109400 	41.76
109401 	39.18
109402 	42.82
109403 	37.76
109404 	41.76
109405 	30.82
109406 	44.47
109407 	42.71
109408 	38.59
109409 	38.59
109410 	36.00
109411 	38.24
109412 	37.29
109413 	33.06
109414 	41.18
109415 	39.18
109416 	38.71
109417 	41.18
109418 	43.88
109419 	34.12
109420 	39.41
109421 	36.59
109422 	37.18
109423 	48.94
109424 	36.71
109425 	38.35
109426 	38.24
109427 	40.00
109428 	40.12
109429 	39.65
109430 	40.24
109431 	40.82
109432 	36.12
109433 	39.41
109434 	37.06
109435 	37.76
109436 	40.00
109437 	40.59
109438 	39.65
109439 	38.12
109440 	38.24
109441 	33.53
109442 	43.06
109443 	37.65
109444 	37.53
109445 	36.35
109446 	42.24
109447 	42.94
109448 	35.76
109449 	36.47
109450 	37.06
109451 	38.82
109452 	35.88
109453 	41.41
109454 	37.65
109455 	40.94
109456 	40.35
109457 	35.88
109458 	41.76
109459 	49.18
109460 	50.82
109461 	36.94
109462 	39.76
109463 	40.99
109464 	41.46
109465 	37.10
109466 	44.64
109467 	35.57
109468 	35.10
109469 	38.99
109470 	36.40
109471 	36.28
109472 	38.04
109473 	36.16
109474 	43.82
109475 	39.22
109476 	42.87
109477 	43.11
109478 	42.64
109479 	37.69
109480 	38.16
109481 	39.69
109482 	40.28
109483 	45.94
109484 	40.52
109485 	38.87
109486 	38.87
109487 	34.75
109488 	40.87
109489 	36.04
109490 	40.16
109491 	33.45
109492 	38.87
109493 	37.57
109494 	40.40
109495 	41.46
109496 	46.05
109497 	37.93
109498 	40.52
109499 	44.52
109500 	40.99
109501 	37.69
109502 	37.34
109503 	32.86
109504 	37.46
109505 	32.74
109506 	38.40
109507 	37.69
109508 	37.46
109509 	40.40
109510 	43.23
109511 	40.16
109512 	36.63
109513 	39.81
109514 	37.22
109515 	40.05
109516 	41.70
109517 	39.46
109518 	40.75
109519 	33.10
109520 	44.64
109521 	35.22
109522 	41.11
109523 	38.28
109524 	43.11
109525 	40.75
109526 	48.17
109527 	37.93
109528 	37.10
109529 	37.57
109530 	43.46
109531 	42.40
109532 	36.16
109533 	34.98
109534 	38.75
109535 	40.75
109536 	37.46
109537 	53.24
109538 	42.64
109539 	40.40
109540 	32.86
109541 	34.51
109542 	37.69
109543 	38.75
109544 	30.86
109545 	40.52
109546 	34.75
109547 	41.22
109548 	38.52
109549 	37.93
109550 	42.76
109551 	34.39
109552 	38.75
109553 	37.22
109554 	35.34
109555 	40.52
109556 	34.98
109557 	40.87
109558 	41.22
109559 	33.45
109560 	43.35
109561 	40.87
109562 	38.63
109563 	36.63
109564 	49.00
109565 	44.99
109566 	37.57
109567 	37.22
109568 	40.40
109569 	44.99
109570 	39.69
109571 	34.86
109572 	40.64
109573 	36.40
109574 	57.83
109575 	37.57
109576 	36.28
109577 	43.11
109578 	36.51
109579 	42.40
109580 	35.81
109581 	39.10
109582 	38.75
109583 	41.70
109584 	34.39
109585 	42.87
109586 	40.75
109587 	40.75
109588 	31.45
109589 	37.22
109590 	38.52
109591 	38.87
109592 	43.11
109593 	40.87
109594 	36.04
109595 	36.40
109596 	38.40
109597 	34.75
109598 	37.57
109599 	36.75
109600 	39.46
109601 	42.17
109602 	36.40
109603 	42.17
109604 	32.51
109605 	36.16
109606 	34.98
109607 	42.99
109608 	39.22
109609 	39.46
109610 	45.70
109611 	39.69
109612 	45.58
109613 	34.04
109614 	36.87
109615 	44.64
109616 	42.87
109617 	34.86
109618 	41.93
109619 	39.93
109620 	36.28
109621 	36.98
109622 	39.10
109623 	34.75
109624 	39.10
109625 	37.22
109626 	39.58
109627 	38.75
109628 	40.52
109629 	38.99
109630 	41.22
109631 	39.81
109632 	42.17
109633 	41.70
109634 	36.63
109635 	32.86
109636 	37.57
109637 	36.40
109638 	42.05
109639 	45.35
109640 	56.65
109641 	34.98
109642 	43.63
109643 	37.85
109644 	35.26
109645 	34.20
109646 	45.64
109647 	47.88
109648 	41.98
109649 	37.85
109650 	47.29
109651 	36.56
109652 	38.92
109653 	39.86
109654 	37.26
109655 	37.03
109656 	41.51
109657 	35.14
109658 	31.72
109659 	35.50
109660 	31.01
109661 	40.92
109662 	35.97
109663 	41.16
109664 	42.45
109665 	39.98
109666 	37.38
109667 	35.85
109668 	39.62
109669 	44.81
109670 	39.50
109671 	38.21
109672 	37.03
109673 	37.62
109674 	33.96
109675 	38.92
109676 	38.68
109677 	41.51
109678 	46.58
109679 	37.38
109680 	35.26
109681 	45.17
109682 	37.85
109683 	44.69
109684 	41.63
109685 	39.39
109686 	35.38
109687 	39.86
109688 	40.09
109689 	41.86
109690 	39.27
109691 	39.86
109692 	37.85
109693 	33.61
109694 	39.86
109695 	37.85
109696 	40.33
109697 	38.21
109698 	40.68
109699 	38.44
109700 	44.81
109701 	42.92
109702 	43.40
109703 	42.92
109704 	48.47
109705 	42.22
109706 	38.33
109707 	43.87
109708 	41.04
109709 	32.08
109710 	34.79
109711 	41.63
109712 	35.14
109713 	38.56
109714 	35.50
109715 	34.20
109716 	42.33
109717 	37.74
109718 	41.04
109719 	36.20
109720 	49.29
109721 	39.15
109722 	39.50
109723 	34.55
109724 	35.50
109725 	43.75
109726 	35.50
109727 	36.08
109728 	37.97
109729 	41.16
109730 	33.37
109731 	44.10
109732 	36.20
109733 	33.73
109734 	41.04
109735 	41.51
109736 	37.50
109737 	41.75
109738 	32.78
109739 	38.21
109740 	37.03
109741 	40.33
109742 	37.97
109743 	40.33
109744 	38.44
109745 	35.26
109746 	37.38
109747 	36.79
109748 	44.34
109749 	39.03
109750 	35.85
109751 	42.81
109752 	34.91
109753 	38.56
109754 	38.68
109755 	37.74
109756 	40.68
109757 	38.33
109758 	33.84
109759 	37.85
109760 	37.38
109761 	42.57
109762 	46.34
109763 	36.91
109764 	38.68
109765 	39.62
109766 	39.98
109767 	39.62
109768 	29.25
109769 	37.85
109770 	35.50
109771 	36.67
109772 	38.56
109773 	44.22
109774 	37.97
109775 	42.45
109776 	37.62
109777 	51.30
109778 	37.62
109779 	38.92
109780 	39.15
109781 	35.38
109782 	40.92
109783 	35.38
109784 	37.85
109785 	41.04
109786 	35.26
109787 	43.87
109788 	34.79
109789 	39.27
109790 	41.04
109791 	37.50
109792 	40.92
109793 	39.27
109794 	36.67
109795 	32.90
109796 	37.38
109797 	39.15
109798 	42.81
109799 	36.25
109800 	36.48
109801 	33.41
109802 	38.25
109803 	40.38
109804 	41.20
109805 	35.30
109806 	36.13
109807 	48.05
109808 	46.75
109809 	38.13
109810 	35.06
109811 	33.18
109812 	37.31
109813 	34.71
109814 	35.89
109815 	42.38
109816 	37.07
109817 	39.32
109818 	36.25
109819 	33.53
109820 	40.97
109821 	39.43
109822 	42.38
109823 	44.27
109824 	39.32
109825 	33.41
109826 	39.08
109827 	38.49
109828 	40.61
109829 	36.48
109830 	42.74
109831 	40.14
109832 	42.74
109833 	42.98
109834 	38.72
109835 	31.17
109836 	39.32
109837 	43.57
109838 	47.58
109839 	34.00
109840 	37.19
109841 	38.02
109842 	37.54
109843 	33.53
109844 	36.60
109845 	38.96
109846 	43.68
109847 	39.43
109848 	39.43
109849 	38.13
109850 	38.49
109851 	46.64
109852 	39.08
109853 	38.02
109854 	46.04
109855 	43.57
109856 	44.75
109857 	38.84
109858 	31.88
109859 	41.44
109860 	40.02
109861 	34.47
109862 	44.51
109863 	45.10
109864 	39.91
109865 	37.31
109866 	36.36
109867 	34.12
109868 	40.61
109869 	41.32
109870 	38.25
109871 	39.55
109872 	32.59
109873 	33.29
109874 	38.37
109875 	39.08
109876 	38.37
109877 	41.20
109878 	45.57
109879 	37.19
109880 	41.56
109881 	42.86
109882 	40.97
109883 	42.74
109884 	42.27
109885 	42.74
109886 	37.07
109887 	40.85
109888 	40.14
109889 	37.19
109890 	37.54
109891 	42.38
109892 	42.86
109893 	39.08
109894 	38.25
109895 	39.43
109896 	40.73
109897 	43.92
109898 	48.64
109899 	37.90
109900 	33.77
109901 	38.61
109902 	38.84
109903 	43.33
109904 	47.70
109905 	43.57
109906 	35.06
109907 	32.70
109908 	37.07
109909 	37.43
109910 	34.12
109911 	36.95
109912 	39.91
109913 	40.14
109914 	35.42
109915 	40.85
109916 	38.37
109917 	40.02
109918 	40.61
109919 	40.26
109920 	46.64
109921 	44.04
109922 	42.50
109923 	39.43
109924 	37.90
109925 	38.37
109926 	38.84
109927 	38.72
109928 	40.97
109929 	43.68
109930 	33.65
109931 	31.52
109932 	38.02
109933 	35.06
109934 	51.12
109935 	36.01
109936 	43.68
109937 	42.27
109938 	35.54
109939 	36.95
109940 	33.88
109941 	44.27
109942 	48.29
109943 	31.88
109944 	35.18
109945 	41.32
109946 	32.59
109947 	42.98
109948 	35.54
109949 	39.32
109950 	37.07
109951 	41.09
109952 	43.45
109953 	49.70
109954 	39.43
109955 	39.55
109956 	42.50
109957 	36.01
109958 	35.54
109959 	43.33
109960 	35.89
109961 	35.66
109962 	38.06
109963 	35.70
109964 	38.42
109965 	43.62
109966 	50.71
109967 	37.00
109968 	43.85
109969 	39.72
109970 	40.54
109971 	36.76
109972 	38.53
109973 	39.83
109974 	41.61
109975 	40.54
109976 	41.25
109977 	39.60
109978 	39.72
109979 	35.58
109980 	44.56
109981 	46.81
109982 	41.61
109983 	41.13
109984 	41.25
109985 	35.58
109986 	40.19
109987 	36.88
109988 	44.68
109989 	36.88
109990 	49.65
109991 	36.64
109992 	41.37
109993 	40.07
109994 	35.22
109995 	41.25
109996 	41.25
109997 	35.34
109998 	40.54
109999 	39.36
110000 	41.96
110001 	40.54
110002 	34.87
110003 	39.95
110004 	46.45
110005 	40.78
110006 	44.44
110007 	38.89
110008 	37.12
110009 	39.95
110010 	44.33
110011 	39.36
110012 	38.30
110013 	50.71
110014 	42.32
110015 	36.17
110016 	43.03
110017 	43.14
110018 	38.89
110019 	43.74
110020 	42.79
110021 	34.75
110022 	41.02
110023 	42.55
110024 	40.78
110025 	40.43
110026 	36.17
110027 	34.87
110028 	32.27
110029 	36.52
110030 	38.53
110031 	39.83
110032 	39.72
110033 	38.30
110034 	42.67
110035 	36.52
110036 	37.47
110037 	32.03
110038 	42.08
110039 	37.23
110040 	34.63
110041 	45.51
110042 	33.69
110043 	36.76
110044 	40.54
110045 	41.49
110046 	38.89
110047 	41.02
110048 	36.29
110049 	32.03
110050 	40.90
110051 	40.90
110052 	34.99
110053 	42.91
110054 	42.79
110055 	37.71
110056 	31.68
110057 	36.05
110058 	35.70
110059 	42.32
110060 	40.07
110061 	44.44
110062 	44.68
110063 	41.37
110064 	33.57
110065 	50.24
110066 	44.92
110067 	41.73
110068 	39.60
110069 	34.87
110070 	41.49
110071 	36.64
110072 	36.52
110073 	40.43
110074 	43.50
110075 	44.21
110076 	39.48
110077 	39.13
110078 	40.43
110079 	42.32
110080 	40.78
110081 	41.84
110082 	37.00
110083 	42.32
110084 	41.25
110085 	37.59
110086 	48.46
110087 	35.70
110088 	39.48
110089 	34.99
110090 	41.61
110091 	37.83
110092 	41.25
110093 	38.65
110094 	36.76
110095 	43.03
110096 	38.89
110097 	40.31
110098 	49.05
110099 	42.79
110100 	41.37
110101 	36.64
110102 	34.28
110103 	36.52
110104 	41.13
110105 	37.71
110106 	38.18
110107 	44.68
110108 	41.73
110109 	41.61
110110 	41.49
110111 	46.45
110112 	38.06
110113 	38.30
110114 	41.02
110115 	44.44
110116 	41.02
110117 	38.89
110118 	38.65
110119 	36.64
110120 	38.77
110121 	36.76
110122 	34.63
110123 	41.25
110124 	39.36
110125 	36.52
110126 	38.18
110127 	36.41
110128 	39.05
110129 	38.58
110130 	44.26
110131 	35.62
110132 	40.83
110133 	33.85
110134 	39.64
110135 	46.15
110136 	39.17
110137 	48.64
110138 	43.43
110139 	46.63
110140 	41.66
110141 	36.57
110142 	42.60
110143 	45.33
110144 	40.12
110145 	40.24
110146 	38.34
110147 	34.56
110148 	41.54
110149 	38.46
110150 	30.77
110151 	37.99
110152 	35.74
110153 	37.40
110154 	42.37
110155 	46.98
110156 	46.04
110157 	43.43
110158 	37.16
110159 	42.13
110160 	40.36
110161 	41.54
110162 	37.87
110163 	39.05
110164 	35.98
110165 	41.89
110166 	36.33
110167 	42.25
110168 	30.89
110169 	33.61
110170 	36.21
110171 	41.78
110172 	36.69
110173 	37.99
110174 	35.50
110175 	35.27
110176 	35.74
110177 	44.38
110178 	33.85
110179 	42.72
110180 	39.64
110181 	43.20
110182 	43.08
110183 	44.97
110184 	37.04
110185 	38.22
110186 	41.07
110187 	38.11
110188 	40.59
110189 	38.93
110190 	44.26
110191 	39.29
110192 	36.80
110193 	40.00
110194 	34.79
110195 	39.41
110196 	36.57
110197 	41.18
110198 	35.03
110199 	42.60
110200 	44.02
110201 	36.80
110202 	40.83
110203 	40.83
110204 	42.37
110205 	42.25
110206 	39.17
110207 	40.71
110208 	38.34
110209 	35.74
110210 	39.29
110211 	43.67
110212 	37.87
110213 	36.92
110214 	38.46
110215 	38.46
110216 	40.00
110217 	39.76
110218 	40.12
110219 	35.62
110220 	40.59
110221 	47.81
110222 	41.42
110223 	42.96
110224 	43.91
110225 	40.12
110226 	39.88
110227 	42.37
110228 	39.53
110229 	40.00
110230 	36.21
110231 	38.82
110232 	40.47
110233 	40.00
110234 	39.88
110235 	43.67
110236 	50.53
110237 	40.71
110238 	40.71
110239 	40.83
110240 	40.00
110241 	37.40
110242 	41.07
110243 	35.27
110244 	40.24
110245 	38.34
110246 	39.64
110247 	39.05
110248 	38.70
110249 	38.46
110250 	39.41
110251 	39.88
110252 	37.87
110253 	39.76
110254 	40.36
110255 	41.66
110256 	47.22
110257 	37.40
110258 	35.27
110259 	41.89
110260 	41.42
110261 	47.22
110262 	44.73
110263 	38.22
110264 	43.91
110265 	37.63
110266 	38.82
110267 	39.41
110268 	41.07
110269 	36.92
110270 	44.85
110271 	33.61
110272 	42.37
110273 	37.40
110274 	44.73
110275 	41.66
110276 	39.76
110277 	36.57
110278 	38.11
110279 	39.53
110280 	35.62
110281 	40.59
110282 	35.74
110283 	40.36
110284 	38.58
110285 	40.12
110286 	35.03
110287 	42.49
110288 	37.63
110289 	38.93
110290 	44.14
110291 	35.62
110292 	34.32
110293 	35.03
110294 	37.87
110295 	41.23
110296 	42.18
110297 	33.41
110298 	33.89
110299 	39.34
110300 	41.11
110301 	36.37
110302 	33.41
110303 	32.70
110304 	42.54
110305 	41.71
110306 	40.05
110307 	37.80
110308 	44.67
110309 	38.27
110310 	41.35
110311 	38.74
110312 	41.11
110313 	37.80
110314 	39.10
110315 	37.44
110316 	42.65
110317 	37.91
110318 	34.36
110319 	36.26
110320 	36.61
110321 	35.19
110322 	37.80
110323 	38.03
110324 	36.14
110325 	35.90
110326 	40.88
110327 	36.97
110328 	41.71
110329 	46.21
110330 	42.06
110331 	37.44
110332 	43.01
110333 	35.55
110334 	34.48
110335 	35.90
110336 	40.88
110337 	34.24
110338 	38.74
110339 	31.87
110340 	34.95
110341 	42.54
110342 	44.08
110343 	37.68
110344 	40.28
110345 	42.89
110346 	41.71
110347 	38.63
110348 	42.77
110349 	40.76
110350 	38.51
110351 	42.42
110352 	41.47
110353 	41.35
110354 	42.77
110355 	42.06
110356 	34.48
110357 	40.52
110358 	39.22
110359 	37.32
110360 	40.64
110361 	34.12
110362 	37.80
110363 	34.95
110364 	37.09
110365 	35.19
110366 	40.28
110367 	43.13
110368 	37.91
110369 	43.72
110370 	37.56
110371 	39.81
110372 	33.77
110373 	35.19
110374 	33.18
110375 	35.07
110376 	34.36
110377 	41.82
110378 	38.27
110379 	40.88
110380 	33.06
110381 	34.72
110382 	42.30
110383 	36.61
110384 	39.45
110385 	42.06
110386 	40.52
110387 	33.41
110388 	40.64
110389 	40.40
110390 	40.40
110391 	45.26
110392 	45.38
110393 	37.68
110394 	43.72
110395 	39.81
110396 	34.83
110397 	37.56
110398 	43.60
110399 	41.82
110400 	36.26
110401 	41.47
110402 	41.47
110403 	35.90
110404 	50.59
110405 	46.68
110406 	42.06
110407 	34.12
110408 	38.63
110409 	39.22
110410 	41.35
110411 	43.48
110412 	39.45
110413 	36.14
110414 	42.06
110415 	41.11
110416 	42.18
110417 	38.15
110418 	37.44
110419 	40.40
110420 	44.55
110421 	43.13
110422 	40.28
110423 	47.51
110424 	43.96
110425 	40.40
110426 	38.51
110427 	32.58
110428 	34.72
110429 	46.45
110430 	45.85
110431 	41.35
110432 	34.95
110433 	38.03
110434 	38.74
110435 	40.64
110436 	41.82
110437 	40.52
110438 	43.60
110439 	34.12
110440 	35.43
110441 	39.93
110442 	49.41
110443 	35.78
110444 	40.17
110445 	41.94
110446 	33.41
110447 	37.91
110448 	39.10
110449 	42.77
110450 	42.77
110451 	36.49
110452 	38.51
110453 	36.26
110454 	40.64
110455 	34.72
110456 	35.11
110457 	37.60
110458 	39.03
110459 	46.14
110460 	42.59
110461 	36.89
110462 	35.59
110463 	39.50
110464 	37.72
110465 	38.91
110466 	43.65
110467 	45.91
110468 	36.42
110469 	45.31
110470 	35.82
110471 	41.52
110472 	37.01
110473 	40.81
110474 	41.87
110475 	36.89
110476 	44.37
110477 	34.28
110478 	42.70
110479 	39.86
110480 	40.21
110481 	39.98
110482 	38.79
110483 	41.52
110484 	37.84
110485 	38.20
110486 	39.74
110487 	41.40
110488 	37.84
110489 	38.08
110490 	36.06
110491 	40.21
110492 	37.96
110493 	36.30
110494 	39.26
110495 	38.43
110496 	32.98
110497 	38.55
110498 	33.81
110499 	36.42
110500 	39.62
110501 	38.67
110502 	37.60
110503 	48.52
110504 	42.23
110505 	41.16
110506 	44.25
110507 	37.49
110508 	34.76
110509 	39.50
110510 	39.86
110511 	43.42
110512 	36.77
110513 	35.59
110514 	44.84
110515 	38.32
110516 	36.89
110517 	35.59
110518 	41.99
110519 	38.79
110520 	37.25
110521 	35.23
110522 	40.45
110523 	41.52
110524 	38.91
110525 	34.16
110526 	42.11
110527 	45.31
110528 	40.09
110529 	36.65
110530 	40.09
110531 	36.18
110532 	41.99
110533 	39.98
110534 	46.26
110535 	41.99
110536 	34.52
110537 	38.91
110538 	40.81
110539 	32.27
110540 	36.54
110541 	32.15
110542 	38.32
110543 	41.99
110544 	37.49
110545 	39.50
110546 	41.76
110547 	34.16
110548 	38.20
110549 	34.52
110550 	39.62
110551 	42.82
110552 	36.54
110553 	42.11
110554 	39.98
110555 	46.14
110556 	45.91
110557 	32.03
110558 	43.77
110559 	32.38
110560 	39.15
110561 	38.79
110562 	35.82
110563 	42.59
110564 	43.18
110565 	41.87
110566 	34.64
110567 	40.21
110568 	35.71
110569 	38.08
110570 	41.99
110571 	35.71
110572 	32.98
110573 	41.16
110574 	39.15
110575 	36.77
110576 	44.37
110577 	37.72
110578 	42.23
110579 	41.16
110580 	36.77
110581 	40.69
110582 	42.70
110583 	36.89
110584 	48.87
110585 	37.13
110586 	37.49
110587 	44.13
110588 	40.33
110589 	39.62
110590 	36.06
110591 	39.03
110592 	44.25
110593 	42.47
110594 	41.99
110595 	33.57
110596 	40.21
110597 	42.47
110598 	35.59
110599 	32.38
110600 	35.59
110601 	36.65
110602 	42.82
110603 	33.69
110604 	35.94
110605 	41.40
110606 	34.52
110607 	40.21
110608 	40.33
110609 	38.43
110610 	31.32
110611 	37.72
110612 	38.00
110613 	37.77
110614 	38.00
110615 	40.02
110616 	39.67
110617 	41.21
110618 	37.53
110619 	41.69
110620 	35.15
110621 	40.62
110622 	39.90
110623 	42.04
110624 	40.74
110625 	38.48
110626 	35.04
110627 	36.70
110628 	35.75
110629 	35.51
110630 	40.97
110631 	37.41
110632 	38.24
110633 	37.29
110634 	33.85
110635 	41.57
110636 	42.16
110637 	33.02
110638 	35.75
110639 	40.74
110640 	38.72
110641 	40.38
110642 	41.69
110643 	37.05
110644 	32.07
110645 	43.71
110646 	41.09
110647 	36.46
110648 	39.19
110649 	40.02
110650 	40.14
110651 	40.97
110652 	41.33
110653 	42.28
110654 	39.90
110655 	37.17
110656 	37.29
110657 	32.19
110658 	34.68
110659 	36.82
110660 	42.04
110661 	41.69
110662 	36.22
110663 	43.47
110664 	37.29
110665 	54.28
110666 	38.36
110667 	37.77
110668 	37.17
110669 	35.75
110670 	40.14
110671 	55.94
110672 	36.58
110673 	34.44
110674 	33.61
110675 	35.87
110676 	40.26
110677 	38.00
110678 	41.81
110679 	42.99
110680 	39.90
110681 	40.86
110682 	42.04
110683 	40.50
110684 	39.43
110685 	38.36
110686 	37.53
110687 	43.11
110688 	51.66
110689 	42.99
110690 	36.70
110691 	37.29
110692 	39.67
110693 	42.52
110694 	34.32
110695 	38.00
110696 	36.46
110697 	41.45
110698 	41.92
110699 	39.67
110700 	46.08
110701 	39.67
110702 	35.27
110703 	37.05
110704 	40.62
110705 	38.48
110706 	41.81
110707 	45.84
110708 	45.37
110709 	40.26
110710 	36.10
110711 	38.48
110712 	38.95
110713 	37.77
110714 	38.36
110715 	36.94
110716 	40.74
110717 	42.04
110718 	52.73
110719 	36.58
110720 	41.57
110721 	41.69
110722 	39.55
110723 	37.77
110724 	39.67
110725 	36.94
110726 	32.54
110727 	32.30
110728 	42.04
110729 	37.65
110730 	47.51
110731 	42.76
110732 	36.58
110733 	41.21
110734 	34.80
110735 	40.50
110736 	51.66
110737 	41.92
110738 	40.62
110739 	46.79
110740 	39.43
110741 	40.50
110742 	45.25
110743 	44.06
110744 	39.79
110745 	32.07
110746 	37.89
110747 	35.15
110748 	40.50
110749 	43.59
110750 	41.92
110751 	41.45
110752 	38.95
110753 	34.68
110754 	38.60
110755 	40.38
110756 	33.49
110757 	38.00
110758 	38.00
110759 	36.70
110760 	40.26
110761 	35.87
110762 	38.12
110763 	37.53
110764 	42.40
110765 	43.71
110766 	45.61
110767 	39.55
110768 	36.70
110769 	40.26
110770 	36.22
110771 	41.92
110772 	39.31
110773 	36.46
110774 	38.72
110775 	41.09
110776 	36.70
110777 	34.44
110778 	47.62
110779 	34.92
110780 	41.57
110781 	35.63
110782 	48.46
110783 	41.45
110784 	39.55
110785 	38.36
110786 	38.00
110787 	39.19
110788 	38.24
110789 	38.60
110790 	37.29
110791 	39.36
110792 	49.94
110793 	36.98
110794 	43.16
110795 	38.29
110796 	41.74
110797 	41.26
110798 	40.19
110799 	36.39
110800 	35.67
110801 	36.50
110802 	37.10
110803 	37.57
110804 	34.13
110805 	36.74
110806 	36.98
110807 	41.26
110808 	40.43
110809 	42.21
110810 	39.71
110811 	40.55
110812 	42.45
110813 	43.88
110814 	34.13
110815 	36.15
110816 	40.19
110817 	31.63
110818 	40.43
110819 	43.64
110820 	51.37
110821 	39.95
110822 	35.79
110823 	37.69
110824 	47.80
110825 	39.12
110826 	38.76
110827 	36.62
110828 	35.08
110829 	40.90
110830 	37.93
110831 	35.67
110832 	36.15
110833 	39.95
110834 	41.50
110835 	40.43
110836 	46.25
110837 	41.14
110838 	30.20
110839 	36.98
110840 	38.29
110841 	38.17
110842 	40.07
110843 	47.92
110844 	38.41
110845 	38.76
110846 	38.29
110847 	33.53
110848 	36.86
110849 	32.22
110850 	40.78
110851 	35.79
110852 	35.67
110853 	36.27
110854 	32.70
110855 	37.46
110856 	40.07
110857 	36.62
110858 	42.69
110859 	44.71
110860 	41.14
110861 	39.12
110862 	38.41
110863 	39.95
110864 	37.81
110865 	40.43
110866 	40.78
110867 	37.69
110868 	39.00
110869 	37.69
110870 	43.28
110871 	36.74
110872 	37.10
110873 	40.19
110874 	38.41
110875 	36.86
110876 	33.65
110877 	39.95
110878 	35.43
110879 	34.72
110880 	42.09
110881 	38.05
110882 	34.84
110883 	38.53
110884 	47.21
110885 	34.60
110886 	38.53
110887 	33.41
110888 	33.77
110889 	42.81
110890 	39.95
110891 	37.46
110892 	38.05
110893 	46.02
110894 	43.04
110895 	41.62
110896 	42.09
110897 	37.22
110898 	48.04
110899 	43.40
110900 	40.78
110901 	35.43
110902 	39.00
110903 	39.48
